Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1012,O-51707,Levofloxacin,Antibiotic for bacterial infections.,B-4838,2021-01-12,23330,Ret,Jaipur,8,2021-11-01,-1137.0,Jaipur,Lucknow,Chennai,Lucknow,0,,8870.0,2024-01-10
M-1014,O-95646,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-8964,2020-05-14,84670,Ret,Delhi,28,2022-12-24,-719.0,Delhi,Bangalore,Delhi,Mumbai,0,,4270.0,2024-01-18
M-1003,O-96399,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-4999,2022-05-01,41270,Man,Delhi,27,2024-12-22,10.0,Bangalore,Lucknow,Delhi,Hyderabad,0,,,2022-05-26
M-1014,O-22997,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9979,2021-04-05,88540,Ret,Mumbai,28,2023-07-02,-529.0,Mumbai,Chennai,Jaipur,Jaipur,0,,5590.0,2023-12-16
M-1012,O-64849,Levofloxacin,Antibiotic for bacterial infections.,B-5660,2020-07-09,46660,Man,Delhi,13,2022-09-12,-822.0,Chennai,Bangalore,Delhi,Kolkata,0,,,2021-04-28
M-1012,O-40132,Levofloxacin,Antibiotic for bacterial infections.,B-9047,2022-09-14,22440,Man,Kolkata,19,2023-10-31,-408.0,Mumbai,Jaipur,Kolkata,Bangalore,0,,,2023-04-10
M-1009,O-14470,Cefixime,Antibiotic for respiratory and UTI infections.,B-5805,2021-09-03,92580,Dis,Bangalore,4,2024-08-17,-117.0,Lucknow,Bangalore,Chennai,Jaipur,38038,Optimal,,2022-05-07
M-1003,O-76715,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1415,2021-10-26,82550,Dis,Chennai,20,2022-10-21,-783.0,Bangalore,Chennai,Pune,Ahmedabad,37713,Optimal,,2023-08-01
M-1002,O-10183,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9250,2024-06-09,57070,Ret,Delhi,30,2026-08-29,625.0,Delhi,Delhi,Pune,Delhi,0,,3690.0,2024-10-15
M-1010,O-31337,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2961,2020-08-16,49120,Ret,Lucknow,8,2021-12-05,-1103.0,Lucknow,Delhi,Chennai,Bangalore,0,,6590.0,2023-01-01
M-1008,O-76700,Dolo 650,Brand of paracetamol for pain & fever.,B-8747,2022-11-13,82670,Dis,Ahmedabad,28,2024-11-30,-12.0,Jaipur,Ahmedabad,Delhi,Bangalore,5236,Understock,,2023-10-21
M-1001,O-44028,Amoxicillin,Antibiotic for bacterial infections.,B-3746,2020-09-22,41290,Ret,Delhi,21,2022-09-10,-824.0,Delhi,Chennai,Hyderabad,Chennai,0,,7860.0,2021-09-02
M-1014,O-53554,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-1813,2022-10-17,56040,Man,Ahmedabad,27,2025-08-23,254.0,Pune,Chennai,Ahmedabad,Kolkata,0,,,2023-09-18
M-1002,O-42665,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6199,2021-10-02,51560,Dis,Jaipur,14,2022-10-21,-783.0,Ahmedabad,Jaipur,Hyderabad,Ahmedabad,43696,Understock,,2023-07-26
M-1014,O-53502,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4381,2020-08-17,107866,RMS,Chennai,1578,2022-01-04,,Mumbai,Hyderabad,Hyderabad,Chennai,0,,,2022-01-03
M-1014,O-17839,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9715,2020-07-14,69810,Dis,Kolkata,10,2022-05-17,-940.0,Jaipur,Kolkata,Lucknow,Hyderabad,14223,Understock,,2023-04-01
M-1012,O-43634,Levofloxacin,Antibiotic for bacterial infections.,B-2125,2021-01-30,11700,Ret,Jaipur,27,2022-06-26,-900.0,Jaipur,Lucknow,Chennai,Chennai,0,,7330.0,2024-05-10
M-1012,O-50538,Levofloxacin,Antibiotic for bacterial infections.,B-6017,2021-10-25,16960,RMS,Mumbai,1144,2022-12-18,,Kolkata,Delhi,Mumbai,Mumbai,0,,,2023-07-23
M-1009,O-42468,Cefixime,Antibiotic for respiratory and UTI infections.,B-1401,2021-06-01,89364,RMS,Lucknow,1290,2024-05-21,,Kolkata,Bangalore,Mumbai,Lucknow,0,,,2023-12-24
M-1014,O-98865,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-8482,2022-03-02,6350,Man,Ahmedabad,22,2023-10-27,-412.0,Mumbai,Ahmedabad,Ahmedabad,Mumbai,0,,,2024-06-03
M-1013,O-88747,Montelukast,Prevents asthma & seasonal allergies.,B-5710,2021-06-11,87020,Ret,Mumbai,2,2024-02-18,-298.0,Mumbai,Delhi,Ahmedabad,Bangalore,0,,9580.0,2022-12-16
M-1003,O-36069,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-4504,2020-10-22,25830,Man,Ahmedabad,15,2022-10-05,-799.0,Pune,Hyderabad,Ahmedabad,Jaipur,0,,,2022-10-09
M-1014,O-57693,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5200,2022-03-30,68290,Ret,Delhi,1,2023-09-13,-456.0,Delhi,Kolkata,Pune,Jaipur,0,,6900.0,2024-06-13
M-1004,O-49310,Azithromycin,Antibiotic for bacterial infections.,B-3305,2020-03-22,48230,Ret,Pune,23,2021-07-20,-1241.0,Pune,Chennai,Hyderabad,Kolkata,0,,3760.0,2022-05-08
M-1003,O-42631,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8992,2023-04-01,26890,Dis,Hyderabad,4,2025-09-24,286.0,Bangalore,Hyderabad,Bangalore,Jaipur,26040,Understock,,2023-04-13
M-1006,O-44184,Omeprazole,Treats GERD and other stomach issues.,B-9591,2023-11-26,17800,Dis,Delhi,17,2024-06-08,-187.0,Delhi,Delhi,Mumbai,Ahmedabad,30216,Understock,,2024-04-21
M-1004,O-55711,Azithromycin,Antibiotic for bacterial infections.,B-8502,2020-01-28,4230,RMS,Lucknow,1780,2021-03-20,,Delhi,Kolkata,Chennai,Lucknow,0,,,2023-07-21
M-1008,O-84993,Dolo 650,Brand of paracetamol for pain & fever.,B-7844,2022-02-14,60530,Ret,Bangalore,19,2023-02-24,-657.0,Bangalore,Pune,Jaipur,Hyderabad,0,,2760.0,2023-04-10
M-1010,O-69433,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7636,2024-09-12,45720,Dis,Lucknow,18,2026-04-20,494.0,Lucknow,Lucknow,Ahmedabad,Mumbai,25611,Understock,,2024-11-01
M-1013,O-30265,Montelukast,Prevents asthma & seasonal allergies.,B-2635,2021-11-02,5130,Ret,Chennai,26,2024-02-11,-305.0,Chennai,Pune,Chennai,Pune,0,,5450.0,2023-08-18
M-1003,O-29975,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9972,2022-04-01,55540,Dis,Mumbai,14,2025-01-02,21.0,Chennai,Mumbai,Mumbai,Hyderabad,44555,Optimal,,2024-04-10
M-1006,O-96223,Omeprazole,Treats GERD and other stomach issues.,B-1477,2024-11-22,54210,Man,Delhi,26,2026-02-10,425.0,Jaipur,Bangalore,Delhi,Jaipur,0,,,2024-12-01
M-1001,O-63746,Amoxicillin,Antibiotic for bacterial infections.,B-8218,2024-11-03,5380,Dis,Lucknow,8,2025-10-27,319.0,Pune,Lucknow,Delhi,Delhi,28659,Understock,,2024-11-29
M-1005,O-76987,Metformin,Controls blood sugar in type 2 diabetes.,B-4771,2022-09-14,12470,Man,Pune,8,2023-03-29,-624.0,Bangalore,Chennai,Pune,Chennai,0,,,2022-10-07
M-1011,O-72301,Pantoprazole,Treats stomach & esophagus problems.,B-4909,2022-06-01,30040,Man,Ahmedabad,5,2024-07-15,-150.0,Ahmedabad,Jaipur,Ahmedabad,Lucknow,0,,,2022-06-27
M-1012,O-27333,Levofloxacin,Antibiotic for bacterial infections.,B-4927,2020-03-18,97310,Dis,Hyderabad,25,2022-02-16,-1030.0,Pune,Hyderabad,Ahmedabad,Mumbai,45196,Optimal,,2024-10-29
M-1007,O-52967,Cetirizine,Antihistamine for allergy symptoms.,B-4467,2020-09-17,33670,Man,Kolkata,9,2022-11-14,-759.0,Jaipur,Lucknow,Kolkata,Pune,0,,,2021-08-16
M-1011,O-73801,Pantoprazole,Treats stomach & esophagus problems.,B-5055,2021-02-28,67230,RMS,Bangalore,1383,2023-07-28,,Bangalore,Chennai,Mumbai,Bangalore,0,,,2023-06-01
M-1000,O-16945,Paracetamol,Relieves fever & mild to moderate pain.,B-5502,2022-05-22,4130,Dis,Lucknow,8,2024-05-04,-222.0,Bangalore,Lucknow,Chennai,Chennai,4980,Understock,,2023-12-15
M-1002,O-60081,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-4984,2021-10-17,12880,RMS,Chennai,1152,2024-04-02,,Kolkata,Jaipur,Ahmedabad,Chennai,0,,,2022-11-11
M-1011,O-29639,Pantoprazole,Treats stomach & esophagus problems.,B-3794,2022-04-26,80870,Dis,Hyderabad,13,2024-12-23,11.0,Chennai,Hyderabad,Hyderabad,Delhi,25944,Optimal,,2024-08-30
M-1012,O-53428,Levofloxacin,Antibiotic for bacterial infections.,B-8539,2023-11-23,33970,Ret,Pune,23,2025-04-27,136.0,Pune,Bangalore,Bangalore,Kolkata,0,,6460.0,2024-09-13
M-1010,O-66073,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3693,2020-10-04,75276,Dis,Jaipur,12,2022-08-11,-854.0,Lucknow,Jaipur,Hyderabad,Pune,22861,Understock,,2022-10-25
M-1010,O-85763,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7611,2022-07-31,98050,Dis,Delhi,13,2023-03-25,-628.0,Lucknow,Delhi,Hyderabad,Jaipur,18800,Optimal,,2023-11-11
M-1006,O-51392,Omeprazole,Treats GERD and other stomach issues.,B-9521,2021-12-27,6950,Ret,Jaipur,6,2022-08-05,-860.0,Jaipur,Pune,Jaipur,Chennai,0,,8750.0,2024-07-19
M-1005,O-20681,Metformin,Controls blood sugar in type 2 diabetes.,B-6119,2023-03-02,59246,RMS,Kolkata,651,2025-10-18,,Chennai,Pune,Mumbai,Kolkata,0,,,2023-10-18
M-1009,O-96009,Cefixime,Antibiotic for respiratory and UTI infections.,B-1634,2023-12-22,28170,RMS,Kolkata,356,2026-01-08,,Bangalore,Kolkata,Lucknow,Kolkata,0,,,2024-09-18
M-1014,O-73193,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9515,2022-07-08,35490,Dis,Ahmedabad,10,2024-11-13,-29.0,Pune,Ahmedabad,Bangalore,Chennai,21877,Understock,,2023-06-30
M-1006,O-53079,Omeprazole,Treats GERD and other stomach issues.,B-4178,2020-02-19,21210,Man,Hyderabad,14,2021-10-05,-1164.0,Ahmedabad,Bangalore,Hyderabad,Ahmedabad,0,,,2020-11-12
M-1013,O-65122,Montelukast,Prevents asthma & seasonal allergies.,B-3737,2024-08-05,42980,Man,Delhi,18,2025-06-03,173.0,Delhi,Jaipur,Delhi,Jaipur,0,,,2024-09-23
M-1009,O-18594,Cefixime,Antibiotic for respiratory and UTI infections.,B-8404,2020-07-05,98120,RMS,Ahmedabad,1621,2021-11-21,,Ahmedabad,Lucknow,Pune,Ahmedabad,0,,,2021-11-10
M-1009,O-94089,Cefixime,Antibiotic for respiratory and UTI infections.,B-1660,2022-10-17,80310,Man,Delhi,27,2025-07-15,215.0,Pune,Mumbai,Delhi,Mumbai,0,,,2022-12-09
M-1012,O-31113,Levofloxacin,Antibiotic for bacterial infections.,B-2955,2023-08-07,36370,Dis,Ahmedabad,14,2024-07-31,-134.0,Delhi,Ahmedabad,Mumbai,Chennai,18993,Understock,,2024-02-25
M-1008,O-36914,Dolo 650,Brand of paracetamol for pain & fever.,B-9502,2024-05-07,95320,Ret,Bangalore,4,2025-03-26,104.0,Bangalore,Mumbai,Lucknow,Delhi,0,,6340.0,2024-06-25
M-1014,O-27831,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3486,2023-05-07,5510,Dis,Pune,11,2024-06-28,-167.0,Ahmedabad,Pune,Kolkata,Kolkata,16816,Understock,,2024-07-05
M-1006,O-36998,Omeprazole,Treats GERD and other stomach issues.,B-7960,2022-03-12,74010,Dis,Mumbai,23,2023-02-08,-673.0,Jaipur,Mumbai,Ahmedabad,Chennai,33650,Optimal,,2023-06-29
M-1003,O-10047,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8557,2022-09-05,94900,Man,Delhi,12,2024-10-24,-49.0,Kolkata,Hyderabad,Delhi,Delhi,0,,,2023-10-21
M-1002,O-98503,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2772,2022-09-25,97240,Man,Hyderabad,27,2025-08-03,234.0,Pune,Hyderabad,Hyderabad,Chennai,0,,,2024-06-14
M-1014,O-28710,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2134,2023-05-04,4190,Ret,Pune,28,2024-08-15,-119.0,Pune,Delhi,Delhi,Bangalore,0,,5370.0,2024-02-22
M-1001,O-33002,Amoxicillin,Antibiotic for bacterial infections.,B-6914,2023-08-31,91020,Man,Chennai,1,2024-12-05,-7.0,Lucknow,Jaipur,Chennai,Kolkata,0,,,2024-03-26
M-1009,O-30215,Cefixime,Antibiotic for respiratory and UTI infections.,B-9324,2020-11-02,8970,Dis,Pune,28,2023-05-30,-562.0,Mumbai,Pune,Bangalore,Delhi,10391,Understock,,2023-10-20
M-1004,O-37915,Azithromycin,Antibiotic for bacterial infections.,B-6297,2022-03-20,62910,Man,Pune,25,2024-01-23,-324.0,Lucknow,Chennai,Pune,Delhi,0,,,2024-06-04
M-1012,O-23398,Levofloxacin,Antibiotic for bacterial infections.,B-4965,2024-12-08,26115,Dis,Jaipur,12,2026-10-09,666.0,Lucknow,Jaipur,Kolkata,Lucknow,33572,Understock,,2024-12-11
M-1000,O-93257,Paracetamol,Relieves fever & mild to moderate pain.,B-2045,2020-08-16,22580,RMS,Bangalore,1579,2021-04-13,,Bangalore,Bangalore,Chennai,Bangalore,0,,,2020-10-25
M-1008,O-32733,Dolo 650,Brand of paracetamol for pain & fever.,B-2965,2021-05-30,25100,Ret,Kolkata,21,2024-03-12,-275.0,Kolkata,Delhi,Kolkata,Mumbai,0,,1310.0,2023-02-26
M-1013,O-52469,Montelukast,Prevents asthma & seasonal allergies.,B-3494,2020-11-22,15670,Man,Jaipur,4,2022-08-29,-836.0,Kolkata,Ahmedabad,Jaipur,Mumbai,0,,,2022-07-08
M-1007,O-95192,Cetirizine,Antihistamine for allergy symptoms.,B-5920,2020-03-29,71040,Man,Kolkata,23,2020-10-28,-1506.0,Delhi,Pune,Kolkata,Pune,0,,,2021-07-27
M-1004,O-41303,Azithromycin,Antibiotic for bacterial infections.,B-7640,2020-01-23,92310,Dis,Jaipur,11,2021-05-22,-1300.0,Lucknow,Jaipur,Bangalore,Bangalore,3677,Understock,,2021-12-08
M-1009,O-58926,Cefixime,Antibiotic for respiratory and UTI infections.,B-7061,2023-06-04,33648,Dis,Kolkata,23,2025-05-29,168.0,Delhi,Kolkata,Bangalore,Mumbai,19445,Understock,,2024-08-23
M-1010,O-56871,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8444,2024-05-01,73870,Ret,Kolkata,30,2026-07-31,596.0,Kolkata,Mumbai,Mumbai,Lucknow,0,,8540.0,2024-07-30
M-1008,O-20398,Dolo 650,Brand of paracetamol for pain & fever.,B-5571,2021-05-13,75600,Ret,Ahmedabad,25,2022-12-02,-741.0,Ahmedabad,Lucknow,Lucknow,Mumbai,0,,5890.0,2021-06-10
M-1012,O-72057,Levofloxacin,Antibiotic for bacterial infections.,B-4106,2023-09-21,30210,Dis,Kolkata,2,2026-03-13,456.0,Pune,Kolkata,Jaipur,Ahmedabad,39110,Understock,,2024-06-13
M-1001,O-53875,Amoxicillin,Antibiotic for bacterial infections.,B-6046,2021-04-15,25680,Man,Chennai,14,2022-06-21,-905.0,Jaipur,Mumbai,Chennai,Bangalore,0,,,2022-08-12
M-1011,O-66466,Pantoprazole,Treats stomach & esophagus problems.,B-3168,2022-12-16,39730,Ret,Kolkata,21,2025-01-08,27.0,Kolkata,Hyderabad,Pune,Delhi,0,,1450.0,2024-05-22
M-1009,O-36216,Cefixime,Antibiotic for respiratory and UTI infections.,B-4929,2023-08-14,67450,Man,Delhi,19,2025-02-24,74.0,Bangalore,Bangalore,Delhi,Chennai,0,,,2024-11-29
M-1008,O-40044,Dolo 650,Brand of paracetamol for pain & fever.,B-4694,2024-04-03,43380,Dis,Bangalore,17,2026-12-03,721.0,Delhi,Bangalore,Bangalore,Pune,12001,Understock,,2024-10-06
M-1007,O-26699,Cetirizine,Antihistamine for allergy symptoms.,B-6264,2021-01-22,10110,Ret,Delhi,5,2023-09-04,-465.0,Delhi,Bangalore,Chennai,Pune,0,,5290.0,2023-12-13
M-1001,O-10502,Amoxicillin,Antibiotic for bacterial infections.,B-1255,2024-12-10,3110,RMS,Lucknow,2,2027-05-25,,Jaipur,Bangalore,Hyderabad,Lucknow,0,,,2024-12-11
M-1013,O-58261,Montelukast,Prevents asthma & seasonal allergies.,B-8083,2021-05-30,73900,Dis,Kolkata,25,2022-10-22,-782.0,Pune,Kolkata,Bangalore,Delhi,45141,Optimal,,2024-07-19
M-1001,O-12244,Amoxicillin,Antibiotic for bacterial infections.,B-3127,2022-04-09,10680,RMS,Lucknow,978,2022-11-05,,Lucknow,Chennai,Mumbai,Lucknow,0,,,2024-06-23
M-1014,O-35347,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3387,2024-10-19,93130,Dis,Bangalore,11,2025-08-19,250.0,Mumbai,Bangalore,Pune,Mumbai,16810,Optimal,,2024-11-09
M-1006,O-16404,Omeprazole,Treats GERD and other stomach issues.,B-2750,2020-03-11,52790,Dis,Mumbai,26,2022-10-29,-775.0,Bangalore,Mumbai,Hyderabad,Delhi,14607,Understock,,2021-02-17
M-1002,O-48324,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2831,2023-05-20,38200,Man,Delhi,22,2025-05-06,145.0,Chennai,Hyderabad,Delhi,Bangalore,0,,,2023-08-05
M-1004,O-70334,Azithromycin,Antibiotic for bacterial infections.,B-5173,2021-01-14,25140,RMS,Bangalore,1428,2022-06-16,,Pune,Lucknow,Ahmedabad,Bangalore,0,,,2023-08-09
M-1002,O-49594,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6277,2021-10-11,90390,RMS,Lucknow,1158,2023-12-02,,Chennai,Mumbai,Jaipur,Lucknow,0,,,2022-07-14
M-1010,O-58876,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5081,2023-01-23,90610,Man,Lucknow,10,2024-02-03,-313.0,Bangalore,Kolkata,Lucknow,Bangalore,0,,,2023-05-09
M-1014,O-86239,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7857,2020-01-30,72640,Man,Delhi,1,2021-07-07,-1254.0,Ahmedabad,Hyderabad,Delhi,Kolkata,0,,,2023-05-31
M-1011,O-18615,Pantoprazole,Treats stomach & esophagus problems.,B-5446,2022-07-17,41840,Ret,Chennai,28,2025-05-27,166.0,Chennai,Jaipur,Hyderabad,Pune,0,,6020.0,2023-10-26
M-1005,O-92140,Metformin,Controls blood sugar in type 2 diabetes.,B-6941,2024-05-26,96810,Dis,Chennai,5,2025-09-29,291.0,Pune,Chennai,Delhi,Pune,41501,Optimal,,2024-11-10
M-1006,O-83197,Omeprazole,Treats GERD and other stomach issues.,B-9591,2021-12-23,14930,Dis,Mumbai,22,2024-06-08,-187.0,Ahmedabad,Mumbai,Hyderabad,Pune,16280,Understock,,2022-02-07
M-1014,O-40436,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4333,2022-08-09,3817,Dis,Delhi,18,2023-04-06,-616.0,Lucknow,Delhi,Lucknow,Bangalore,37076,Understock,,2022-08-31
M-1008,O-94139,Dolo 650,Brand of paracetamol for pain & fever.,B-8201,2023-05-12,1610,Dis,Lucknow,1,2025-02-28,78.0,Kolkata,Lucknow,Kolkata,Hyderabad,3824,Understock,,2024-09-04
M-1011,O-93230,Pantoprazole,Treats stomach & esophagus problems.,B-3375,2021-01-30,104720,Man,Ahmedabad,5,2021-09-19,-1180.0,Delhi,Bangalore,Ahmedabad,Jaipur,0,,,2021-11-30
M-1001,O-68172,Amoxicillin,Antibiotic for bacterial infections.,B-1674,2024-01-20,3270,RMS,Delhi,327,2026-02-06,,Chennai,Chennai,Hyderabad,Delhi,0,,,2024-05-27
M-1005,O-28094,Metformin,Controls blood sugar in type 2 diabetes.,B-3721,2024-11-21,48560,Ret,Jaipur,26,2027-07-27,957.0,Jaipur,Pune,Pune,Delhi,0,,640.0,2024-12-08
M-1011,O-48237,Pantoprazole,Treats stomach & esophagus problems.,B-9318,2021-03-17,57950,RMS,Mumbai,1366,2023-06-23,,Ahmedabad,Hyderabad,Mumbai,Mumbai,0,,,2022-06-02
M-1014,O-88500,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2574,2024-07-15,46640,Man,Chennai,21,2025-10-19,311.0,Ahmedabad,Jaipur,Chennai,Bangalore,0,,,2024-09-25
M-1002,O-82703,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1442,2021-12-18,85460,Dis,Bangalore,26,2022-07-16,-880.0,Kolkata,Bangalore,Lucknow,Hyderabad,35949,Optimal,,2024-07-02
M-1011,O-77596,Pantoprazole,Treats stomach & esophagus problems.,B-2748,2021-02-16,51770,Man,Ahmedabad,6,2022-01-25,-1052.0,Mumbai,Ahmedabad,Ahmedabad,Pune,0,,,2022-10-31
M-1002,O-56371,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-4099,2020-07-02,75600,Dis,Pune,23,2021-04-03,-1349.0,Pune,Pune,Mumbai,Kolkata,42693,Optimal,,2021-07-18
M-1008,O-37463,Dolo 650,Brand of paracetamol for pain & fever.,B-9367,2022-11-25,21190,Dis,Ahmedabad,16,2024-12-24,12.0,Kolkata,Ahmedabad,Lucknow,Bangalore,30188,Understock,,2024-05-14
M-1002,O-26835,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-4666,2020-10-27,28010,Man,Pune,17,2021-07-06,-1255.0,Bangalore,Hyderabad,Pune,Chennai,0,,,2023-09-21
M-1013,O-39278,Montelukast,Prevents asthma & seasonal allergies.,B-5383,2022-01-07,44910,Man,Kolkata,3,2022-10-15,-789.0,Hyderabad,Pune,Kolkata,Chennai,0,,,2024-01-18
M-1007,O-26832,Cetirizine,Antihistamine for allergy symptoms.,B-4728,2023-12-22,97420,Man,Hyderabad,6,2026-03-28,471.0,Delhi,Jaipur,Hyderabad,Lucknow,0,,,2024-05-14
M-1013,O-77010,Montelukast,Prevents asthma & seasonal allergies.,B-3602,2024-10-26,15180,Man,Ahmedabad,22,2026-06-28,563.0,Lucknow,Delhi,Ahmedabad,Hyderabad,0,,,2024-11-30
M-1007,O-64434,Cetirizine,Antihistamine for allergy symptoms.,B-6216,2020-03-05,97650,Man,Mumbai,14,2022-05-05,-952.0,Pune,Bangalore,Mumbai,Kolkata,0,,,2021-01-10
M-1007,O-83564,Cetirizine,Antihistamine for allergy symptoms.,B-2047,2022-09-26,86680,RMS,Chennai,808,2025-01-31,,Kolkata,Kolkata,Ahmedabad,Chennai,0,,,2023-03-06
M-1014,O-88750,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2833,2022-03-24,32250,Dis,Mumbai,28,2022-10-05,-799.0,Hyderabad,Mumbai,Mumbai,Mumbai,27681,Understock,,2022-11-15
M-1011,O-97491,Pantoprazole,Treats stomach & esophagus problems.,B-6795,2024-05-26,88700,Ret,Mumbai,22,2026-11-27,715.0,Mumbai,Mumbai,Delhi,Kolkata,0,,5060.0,2024-08-20
M-1009,O-75626,Cefixime,Antibiotic for respiratory and UTI infections.,B-8765,2023-04-26,6330,RMS,Ahmedabad,596,2026-03-11,,Delhi,Bangalore,Mumbai,Ahmedabad,0,,,2023-07-27
M-1006,O-26434,Omeprazole,Treats GERD and other stomach issues.,B-2059,2021-09-21,76080,RMS,Pune,1178,2024-06-22,,Chennai,Mumbai,Mumbai,Pune,0,,,2022-12-25
M-1007,O-51905,Cetirizine,Antihistamine for allergy symptoms.,B-5729,2023-03-07,82790,Ret,Hyderabad,19,2025-10-15,307.0,Hyderabad,Mumbai,Lucknow,Kolkata,0,,3300.0,2023-11-02
M-1011,O-66788,Pantoprazole,Treats stomach & esophagus problems.,B-2283,2022-06-24,82250,Dis,Chennai,1,2024-01-31,-316.0,Delhi,Chennai,Chennai,Lucknow,2125,Understock,,2023-11-15
M-1003,O-63883,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6550,2020-07-22,29263,RMS,Delhi,1604,2022-07-14,,Chennai,Ahmedabad,Mumbai,Delhi,0,,,2022-02-28
M-1004,O-28359,Azithromycin,Antibiotic for bacterial infections.,B-2356,2022-01-25,56940,Dis,Pune,28,2024-10-03,-70.0,Lucknow,Pune,Chennai,Chennai,40021,Understock,,2023-10-28
M-1012,O-30431,Levofloxacin,Antibiotic for bacterial infections.,B-2615,2022-11-29,75890,RMS,Ahmedabad,744,2024-11-18,,Lucknow,Hyderabad,Jaipur,Ahmedabad,0,,,2023-12-01
M-1005,O-74599,Metformin,Controls blood sugar in type 2 diabetes.,B-8285,2020-05-19,8030,RMS,Lucknow,1668,2023-04-23,,Pune,Chennai,Lucknow,Lucknow,0,,,2023-07-24
M-1008,O-10748,Dolo 650,Brand of paracetamol for pain & fever.,B-5088,2023-03-29,34740,Ret,Hyderabad,5,2025-10-30,322.0,Hyderabad,Lucknow,Bangalore,Jaipur,0,,7940.0,2024-04-25
M-1010,O-91809,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-1143,2021-06-01,77330,Ret,Bangalore,28,2023-07-05,-526.0,Bangalore,Jaipur,Lucknow,Pune,0,,1950.0,2022-08-05
M-1008,O-61496,Dolo 650,Brand of paracetamol for pain & fever.,B-4057,2020-04-12,86000,Man,Jaipur,12,2023-03-13,-640.0,Delhi,Jaipur,Jaipur,Mumbai,0,,,2024-02-15
M-1001,O-99564,Amoxicillin,Antibiotic for bacterial infections.,B-1759,2024-06-24,84656,RMS,Bangalore,171,2027-06-12,,Hyderabad,Jaipur,Delhi,Bangalore,0,,,2024-08-29
M-1012,O-99712,Levofloxacin,Antibiotic for bacterial infections.,B-3555,2021-12-02,65340,RMS,Jaipur,1106,2023-09-02,,Bangalore,Delhi,Lucknow,Jaipur,0,,,2024-08-08
M-1011,O-67030,Pantoprazole,Treats stomach & esophagus problems.,B-8090,2023-11-27,32980,RMS,Chennai,381,2024-07-06,,Ahmedabad,Hyderabad,Ahmedabad,Chennai,0,,,2024-10-05
M-1013,O-86311,Montelukast,Prevents asthma & seasonal allergies.,B-7617,2022-06-13,85550,Man,Lucknow,25,2023-01-01,-711.0,Lucknow,Chennai,Lucknow,Pune,0,,,2024-07-29
M-1005,O-85131,Metformin,Controls blood sugar in type 2 diabetes.,B-6635,2021-04-01,48993,RMS,Hyderabad,1351,2022-08-18,,Kolkata,Hyderabad,Kolkata,Hyderabad,0,,,2023-09-11
M-1009,O-15290,Cefixime,Antibiotic for respiratory and UTI infections.,B-4013,2020-07-30,38080,Man,Kolkata,5,2021-03-24,-1359.0,Kolkata,Hyderabad,Kolkata,Bangalore,0,,,2024-05-17
