Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Predicted Expiry Waste,Anomaly Score,Lead Time,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1000,O-77789,Paracetamol,Relieves fever & mild to moderate pain.,B-8157,2020-07-31,55890,Dis,Jaipur,24,2023-04-05,-617.0,Mumbai,RET-9,Jaipur,DIS-5,Chennai,MAN-5,Chennai,RMS-1,35541,Understock,0.0,2022-09-16,20349,-57.60291734197731,0.0,777,24,25541,0.0,20349,777,RMS-1,MAN-5,DIS-5,RET-9
M-1013,O-64687,Montelukast,Prevents asthma & seasonal allergies.,B-4938,2020-12-25,36740,Ret,Jaipur,1,2023-10-23,-416.0,Jaipur,RET-10,Ahmedabad,DIS-7,Bangalore,MAN-1,Delhi,RMS-9,0,0,6010.0,2021-09-03,36740,-0.0,0.16358192705498095,252,1,0,-2543.0682196339435,36740,252,RMS-9,MAN-1,DIS-7,RET-10
M-1012,O-26318,Levofloxacin,Antibiotic for bacterial infections.,B-4580,2020-03-31,91460,Man,Delhi,5,2022-09-27,-807.0,Ahmedabad,RET-1,Jaipur,DIS-5,Delhi,MAN-2,Ahmedabad,RMS-8,0,0,0.0,2024-02-04,91460,-0.0,0.0,1405,5,0,0.0,91460,1405,RMS-8,MAN-2,DIS-5,RET-1
M-1013,O-48708,Montelukast,Prevents asthma & seasonal allergies.,B-3006,2020-12-14,34800,Dis,Pune,16,2023-03-12,-641.0,Chennai,RET-8,Pune,DIS-6,Lucknow,MAN-10,Mumbai,RMS-6,3099,Understock,0.0,2024-08-05,31701,-4.8346333853354135,0.0,1330,16,0,0.0,31701,1330,RMS-6,MAN-10,DIS-6,RET-8
M-1001,O-39370,Amoxicillin,Antibiotic for bacterial infections.,B-4369,2020-12-02,41010,Man,Hyderabad,5,2022-06-01,-925.0,Lucknow,RET-5,Delhi,DIS-4,Hyderabad,MAN-6,Mumbai,RMS-6,0,0,0.0,2023-10-06,41010,-0.0,0.0,1038,5,0,0.0,41010,1038,RMS-6,MAN-6,DIS-4,RET-5
M-1005,O-61992,Metformin,Controls blood sugar in type 2 diabetes.,B-8435,2021-01-10,2850,Ret,Jaipur,8,2022-06-05,-921.0,Jaipur,RET-10,Chennai,DIS-9,Hyderabad,MAN-6,Jaipur,RMS-2,0,0,4010.0,2023-11-17,2850,-0.0,1.407017543859649,1041,8,0,-654.5760598503741,2850,1041,RMS-2,MAN-6,DIS-9,RET-10
M-1006,O-63988,Omeprazole,Treats GERD and other stomach issues.,B-3243,2023-08-22,49950,Man,Pune,14,2024-12-19,7.0,Bangalore,RET-2,Chennai,DIS-9,Pune,MAN-3,Hyderabad,RMS-4,0,0,0.0,2024-08-12,49950,0.0,0.0,356,14,0,0.0,49950,356,RMS-4,MAN-3,DIS-9,RET-2
M-1000,O-62267,Paracetamol,Relieves fever & mild to moderate pain.,B-5142,2022-07-16,69820,RMS,Kolkata,880,2025-01-30,0.0,Kolkata,RET-6,Ahmedabad,DIS-7,Delhi,MAN-2,Kolkata,RMS-10,0,0,0.0,2024-04-06,69820,0.0,0.0,630,880,0,0.0,69820,630,RMS-10,MAN-2,DIS-7,RET-6
M-1008,O-94269,Dolo 650,Brand of paracetamol for pain & fever.,B-8315,2022-03-24,31760,Dis,Chennai,13,2024-03-29,-258.0,Pune,RET-4,Chennai,DIS-9,Jaipur,MAN-4,Hyderabad,RMS-4,1447,Understock,0.0,2023-10-14,30313,-5.608527131782946,0.0,569,13,0,0.0,30313,569,RMS-4,MAN-4,DIS-9,RET-4
M-1013,O-47051,Montelukast,Prevents asthma & seasonal allergies.,B-9835,2022-06-11,32580,Ret,Ahmedabad,1,2025-06-01,171.0,Ahmedabad,RET-1,Bangalore,DIS-10,Delhi,MAN-2,Chennai,RMS-1,0,0,7920.0,2022-08-27,32580,0.0,0.2430939226519337,77,1,0,703.4318181818182,32580,77,RMS-1,MAN-2,DIS-10,RET-1
M-1004,O-86282,Azithromycin,Antibiotic for bacterial infections.,B-8034,2022-12-14,44660,RMS,Mumbai,729,2025-06-27,0.0,Lucknow,RET-5,Ahmedabad,DIS-7,Lucknow,MAN-10,Mumbai,RMS-6,0,0,0.0,2024-04-01,44660,0.0,0.0,474,729,0,0.0,44660,474,RMS-6,MAN-10,DIS-7,RET-5
M-1008,O-86078,Dolo 650,Brand of paracetamol for pain & fever.,B-7512,2022-06-30,71300,Ret,Lucknow,14,2024-10-22,-51.0,Lucknow,RET-5,Delhi,DIS-4,Jaipur,MAN-4,Ahmedabad,RMS-8,0,0,6240.0,2023-10-05,71300,-0.0,0.08751753155680224,462,14,0,-582.7403846153846,71300,462,RMS-8,MAN-4,DIS-4,RET-5
M-1001,O-69528,Amoxicillin,Antibiotic for bacterial infections.,B-5498,2022-09-10,28320,Man,Pune,11,2024-09-28,-75.0,Ahmedabad,RET-1,Lucknow,DIS-3,Pune,MAN-3,Mumbai,RMS-6,0,0,0.0,2023-10-16,28320,-0.0,0.0,401,11,0,0.0,28320,401,RMS-6,MAN-3,DIS-3,RET-1
M-1012,O-67539,Levofloxacin,Antibiotic for bacterial infections.,B-7641,2022-08-20,7990,Man,Delhi,3,2024-09-20,-83.0,Bangalore,RET-2,Hyderabad,DIS-8,Delhi,MAN-2,Hyderabad,RMS-4,0,0,0.0,2022-08-28,7990,-0.0,0.0,8,3,0,0.0,7990,8,RMS-4,MAN-2,DIS-8,RET-2
M-1003,O-26071,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-7469,2023-12-02,97190,Ret,Bangalore,5,2026-05-22,526.0,Bangalore,RET-2,Jaipur,DIS-5,Chennai,MAN-5,Kolkata,RMS-10,0,0,9860.0,2023-12-29,97190,0.0,0.10145076653976746,27,5,0,5184.780933062881,97190,27,RMS-10,MAN-5,DIS-5,RET-2
M-1005,O-82740,Metformin,Controls blood sugar in type 2 diabetes.,B-7751,2019-12-18,18520,Ret,Delhi,28,2020-07-03,-1623.0,Delhi,RET-7,Chennai,DIS-9,Chennai,MAN-5,Pune,RMS-7,0,0,4420.0,2023-01-18,18520,-0.0,0.2386609071274298,1127,28,0,-6800.443438914028,18520,1127,RMS-7,MAN-5,DIS-9,RET-7
M-1002,O-12485,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6538,2021-10-24,8200,Man,Bangalore,1,2023-12-20,-358.0,Hyderabad,RET-3,Jaipur,DIS-5,Bangalore,MAN-1,Delhi,RMS-9,0,0,0.0,2022-02-26,8200,-0.0,0.0,125,1,0,0.0,8200,125,RMS-9,MAN-1,DIS-5,RET-3
M-1011,O-85195,Pantoprazole,Treats stomach & esophagus problems.,B-3291,2024-07-24,43380,Dis,Lucknow,5,2026-12-10,728.0,Hyderabad,RET-3,Lucknow,DIS-3,Delhi,MAN-2,Hyderabad,RMS-4,33298,Understock,0.0,2024-09-14,10082,45.739010989010985,0.0,52,5,23298,0.0,10082,52,RMS-4,MAN-2,DIS-3,RET-3
M-1000,O-83743,Paracetamol,Relieves fever & mild to moderate pain.,B-9296,2021-06-23,78620,Ret,Mumbai,6,2022-08-04,-861.0,Mumbai,RET-9,Ahmedabad,DIS-7,Delhi,MAN-2,Bangalore,RMS-3,0,0,8460.0,2023-05-08,78620,-0.0,0.10760620707199187,684,6,0,-8001.397163120567,78620,684,RMS-3,MAN-2,DIS-7,RET-9
M-1008,O-60945,Dolo 650,Brand of paracetamol for pain & fever.,B-1181,2020-11-09,49630,Dis,Hyderabad,25,2022-01-02,-1075.0,Hyderabad,RET-3,Hyderabad,DIS-8,Pune,MAN-3,Mumbai,RMS-6,12039,Understock,0.0,2023-04-28,37591,-11.199069767441861,0.0,900,25,2039,0.0,37591,900,RMS-6,MAN-3,DIS-8,RET-3
M-1004,O-95993,Azithromycin,Antibiotic for bacterial infections.,B-5441,2020-03-01,2340,Ret,Delhi,5,2022-05-03,-954.0,Delhi,RET-7,Jaipur,DIS-5,Kolkata,MAN-9,Hyderabad,RMS-4,0,0,6020.0,2023-10-06,2340,-0.0,2.572649572649573,1314,5,0,-370.8239202657807,2340,1314,RMS-4,MAN-9,DIS-5,RET-7
M-1002,O-99699,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1085,2020-07-15,5500,Dis,Lucknow,10,2023-02-02,-679.0,Bangalore,RET-2,Lucknow,DIS-3,Lucknow,MAN-10,Jaipur,RMS-2,24639,Understock,0.0,2021-06-29,-19139,-36.28718703976436,0.0,349,10,14639,0.0,19139,349,RMS-2,MAN-10,DIS-3,RET-2
M-1005,O-80348,Metformin,Controls blood sugar in type 2 diabetes.,B-7954,2021-01-08,18170,Man,Hyderabad,11,2023-12-25,-353.0,Jaipur,RET-10,Kolkata,DIS-1,Hyderabad,MAN-6,Kolkata,RMS-10,0,0,0.0,2022-05-13,18170,-0.0,0.0,490,11,0,0.0,18170,490,RMS-10,MAN-6,DIS-1,RET-10
M-1010,O-83974,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5742,2022-04-02,33700,RMS,Jaipur,985,2025-03-18,0.0,Ahmedabad,RET-1,Mumbai,DIS-2,Jaipur,MAN-4,Jaipur,RMS-2,0,0,0.0,2024-03-31,33700,0.0,0.0,729,985,0,0.0,33700,729,RMS-2,MAN-4,DIS-2,RET-1
M-1013,O-59300,Montelukast,Prevents asthma & seasonal allergies.,B-2378,2020-05-06,76780,Dis,Kolkata,12,2021-01-07,-1435.0,Jaipur,RET-10,Kolkata,DIS-1,Delhi,MAN-2,Hyderabad,RMS-4,4801,Understock,0.0,2020-12-28,71979,-3.345644599303136,0.0,236,12,0,0.0,71979,236,RMS-4,MAN-2,DIS-1,RET-10
M-1011,O-61445,Pantoprazole,Treats stomach & esophagus problems.,B-1674,2022-02-06,4760,Ret,Mumbai,3,2024-10-31,-42.0,Mumbai,RET-9,Bangalore,DIS-10,Jaipur,MAN-4,Pune,RMS-7,0,0,2520.0,2024-07-04,4760,-0.0,0.5294117647058824,879,3,0,-79.33333333333333,4760,879,RMS-7,MAN-4,DIS-10,RET-9
M-1002,O-85530,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-1498,2023-05-08,8870,RMS,Hyderabad,584,2024-11-12,0.0,Ahmedabad,RET-1,Chennai,DIS-9,Ahmedabad,MAN-7,Hyderabad,RMS-4,0,0,0.0,2024-11-11,8870,0.0,0.0,553,584,0,0.0,8870,553,RMS-4,MAN-7,DIS-9,RET-1
M-1008,O-21680,Dolo 650,Brand of paracetamol for pain & fever.,B-2004,2022-07-10,5800,Dis,Kolkata,13,2025-04-15,124.0,Lucknow,RET-5,Kolkata,DIS-1,Pune,MAN-3,Hyderabad,RMS-4,24447,Understock,0.0,2024-01-05,-18647,197.15322580645162,0.0,544,13,14447,0.0,18647,544,RMS-4,MAN-3,DIS-1,RET-5
M-1007,O-75397,Cetirizine,Antihistamine for allergy symptoms.,B-3757,2023-08-24,59290,Ret,Mumbai,3,2025-12-10,363.0,Mumbai,RET-9,Pune,DIS-6,Chennai,MAN-5,Hyderabad,RMS-4,0,0,3870.0,2023-11-06,59290,0.0,0.06527238994771463,74,3,0,5561.31007751938,59290,74,RMS-4,MAN-5,DIS-6,RET-9
M-1009,O-25580,Cefixime,Antibiotic for respiratory and UTI infections.,B-1414,2023-05-25,16310,RMS,Bangalore,567,2024-07-10,0.0,Mumbai,RET-9,Hyderabad,DIS-8,Kolkata,MAN-9,Bangalore,RMS-3,0,0,0.0,2024-06-27,16310,0.0,0.0,399,567,0,0.0,16310,399,RMS-3,MAN-9,DIS-8,RET-9
M-1008,O-56630,Dolo 650,Brand of paracetamol for pain & fever.,B-4386,2021-04-21,1910,Dis,Kolkata,23,2022-10-12,-792.0,Ahmedabad,RET-1,Kolkata,DIS-1,Hyderabad,MAN-6,Ahmedabad,RMS-8,23886,Understock,0.0,2023-04-22,-21976,-30.15909090909091,0.0,731,23,13886,0.0,21976,731,RMS-8,MAN-6,DIS-1,RET-1
M-1005,O-23908,Metformin,Controls blood sugar in type 2 diabetes.,B-4276,2020-10-24,61850,Ret,Kolkata,16,2023-02-19,-662.0,Kolkata,RET-6,Bangalore,DIS-10,Delhi,MAN-2,Lucknow,RMS-5,0,0,3750.0,2021-02-19,61850,-0.0,0.060630557801131774,118,16,0,-10918.586666666666,61850,118,RMS-5,MAN-2,DIS-10,RET-6
M-1012,O-27826,Levofloxacin,Antibiotic for bacterial infections.,B-9732,2023-10-06,45180,Man,Kolkata,15,2026-05-20,524.0,Hyderabad,RET-3,Bangalore,DIS-10,Kolkata,MAN-9,Jaipur,RMS-2,0,0,0.0,2024-05-22,45180,0.0,0.0,229,15,0,0.0,45180,229,RMS-2,MAN-9,DIS-10,RET-3
M-1000,O-95555,Paracetamol,Relieves fever & mild to moderate pain.,B-3548,2023-01-29,55580,RMS,Delhi,683,2025-02-15,0.0,Lucknow,RET-5,Bangalore,DIS-10,Jaipur,MAN-4,Delhi,RMS-9,0,0,0.0,2024-12-05,55580,0.0,0.0,676,683,0,0.0,55580,676,RMS-9,MAN-4,DIS-10,RET-5
M-1008,O-90840,Dolo 650,Brand of paracetamol for pain & fever.,B-6820,2021-07-30,85540,Ret,Jaipur,6,2024-02-17,-299.0,Jaipur,RET-10,Jaipur,DIS-5,Delhi,MAN-2,Hyderabad,RMS-4,0,0,7150.0,2023-01-12,85540,-0.0,0.08358662613981763,531,6,0,-3577.1272727272726,85540,531,RMS-4,MAN-2,DIS-5,RET-10
M-1009,O-83514,Cefixime,Antibiotic for respiratory and UTI infections.,B-7544,2023-09-24,51670,Ret,Jaipur,29,2025-03-09,87.0,Jaipur,RET-10,Pune,DIS-6,Delhi,MAN-2,Pune,RMS-7,0,0,3410.0,2023-10-12,51670,0.0,0.06599574221018,18,29,0,1318.266862170088,51670,18,RMS-7,MAN-2,DIS-6,RET-10
M-1014,O-12489,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-5459,2024-10-01,99050,Man,Bangalore,21,2025-11-29,352.0,Hyderabad,RET-3,Mumbai,DIS-2,Bangalore,MAN-1,Chennai,RMS-1,0,0,0.0,2024-10-25,99050,0.0,0.0,24,21,0,0.0,99050,24,RMS-1,MAN-1,DIS-2,RET-3
M-1004,O-28124,Azithromycin,Antibiotic for bacterial infections.,B-4097,2023-09-22,7400,Man,Mumbai,17,2024-05-16,-210.0,Hyderabad,RET-3,Pune,DIS-6,Mumbai,MAN-8,Hyderabad,RMS-4,0,0,0.0,2024-08-29,7400,-0.0,0.0,342,17,0,0.0,7400,342,RMS-4,MAN-8,DIS-6,RET-3
M-1010,O-27871,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5546,2023-12-07,49660,Dis,Chennai,19,2025-10-13,305.0,Delhi,RET-7,Chennai,DIS-9,Kolkata,MAN-9,Pune,RMS-7,18863,Understock,0.0,2024-06-29,30797,61.84590163934426,0.0,205,19,8863,0.0,30797,205,RMS-7,MAN-9,DIS-9,RET-7
M-1002,O-21466,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-3351,2022-12-10,25100,Man,Lucknow,29,2024-12-19,7.0,Delhi,RET-7,Lucknow,DIS-3,Lucknow,MAN-10,Delhi,RMS-9,0,0,0.0,2023-12-27,25100,0.0,0.0,382,29,0,0.0,25100,382,RMS-9,MAN-10,DIS-3,RET-7
M-1009,O-85211,Cefixime,Antibiotic for respiratory and UTI infections.,B-9758,2022-02-20,65960,Ret,Mumbai,9,2023-09-05,-464.0,Mumbai,RET-9,Kolkata,DIS-1,Hyderabad,MAN-6,Hyderabad,RMS-4,0,0,5020.0,2023-12-15,65960,-0.0,0.07610673135233474,663,9,0,-6096.701195219123,65960,663,RMS-4,MAN-6,DIS-1,RET-9
M-1011,O-76538,Pantoprazole,Treats stomach & esophagus problems.,B-9304,2019-12-18,77490,Ret,Delhi,30,2021-10-12,-1157.0,Delhi,RET-7,Bangalore,DIS-10,Pune,MAN-3,Ahmedabad,RMS-8,0,0,3060.0,2024-05-05,77490,-0.0,0.03948896631823461,1600,30,0,-29299.323529411762,77490,1600,RMS-8,MAN-3,DIS-10,RET-7
M-1012,O-92981,Levofloxacin,Antibiotic for bacterial infections.,B-7269,2021-11-20,79100,Dis,Mumbai,14,2024-02-13,-303.0,Bangalore,RET-2,Mumbai,DIS-2,Kolkata,MAN-9,Kolkata,RMS-10,1963,Understock,0.0,2021-11-26,77137,-6.478547854785479,0.0,6,14,0,0.0,77137,6,RMS-10,MAN-9,DIS-2,RET-2
M-1004,O-63833,Azithromycin,Antibiotic for bacterial infections.,B-8383,2023-01-20,45240,Dis,Lucknow,13,2025-07-08,208.0,Lucknow,RET-5,Lucknow,DIS-3,Hyderabad,MAN-6,Hyderabad,RMS-4,45489,Understock,0.0,2024-10-26,-249,218.6971153846154,0.0,645,13,35489,0.0,249,645,RMS-4,MAN-6,DIS-3,RET-5
M-1008,O-79471,Dolo 650,Brand of paracetamol for pain & fever.,B-1364,2020-06-15,39440,Dis,Mumbai,1,2021-07-24,-1237.0,Bangalore,RET-2,Mumbai,DIS-2,Pune,MAN-3,Pune,RMS-7,12871,Understock,0.0,2024-02-17,26569,-10.40501212611156,0.0,1342,1,2871,0.0,26569,1342,RMS-7,MAN-3,DIS-2,RET-2
M-1001,O-74054,Amoxicillin,Antibiotic for bacterial infections.,B-7888,2021-07-16,117108,RMS,Mumbai,1245,2022-01-24,0.0,Bangalore,RET-2,Delhi,DIS-4,Chennai,MAN-5,Mumbai,RMS-6,0,0,0.0,2024-04-16,117108,0.0,0.0,1005,1245,0,0.0,117108,1005,RMS-6,MAN-5,DIS-4,RET-2
M-1010,O-59711,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8585,2021-02-13,3350,Dis,Kolkata,11,2022-02-01,-1045.0,Bangalore,RET-2,Kolkata,DIS-1,Ahmedabad,MAN-7,Chennai,RMS-1,21599,Understock,0.0,2021-04-05,-18249,-20.6688995215311,0.0,51,11,11599,0.0,18249,51,RMS-1,MAN-7,DIS-1,RET-2
M-1014,O-91433,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3390,2022-03-19,51160,RMS,Chennai,999,2024-07-05,0.0,Ahmedabad,RET-1,Ahmedabad,DIS-7,Chennai,MAN-5,Chennai,RMS-1,0,0,0.0,2024-06-15,51160,0.0,0.0,819,999,0,0.0,51160,819,RMS-1,MAN-5,DIS-7,RET-1
M-1006,O-21445,Omeprazole,Treats GERD and other stomach issues.,B-2438,2022-08-29,24110,Man,Bangalore,15,2023-02-28,-653.0,Jaipur,RET-10,Pune,DIS-6,Bangalore,MAN-1,Mumbai,RMS-6,0,0,0.0,2024-12-02,24110,-0.0,0.0,826,15,0,0.0,24110,826,RMS-6,MAN-1,DIS-6,RET-10
M-1009,O-88967,Cefixime,Antibiotic for respiratory and UTI infections.,B-4011,2020-03-13,77190,RMS,Ahmedabad,1735,2021-12-12,0.0,Jaipur,RET-10,Bangalore,DIS-10,Bangalore,MAN-1,Ahmedabad,RMS-8,0,0,0.0,2023-12-04,77190,0.0,0.0,1361,1735,0,0.0,77190,1361,RMS-8,MAN-1,DIS-10,RET-10
M-1009,O-15677,Cefixime,Antibiotic for respiratory and UTI infections.,B-9186,2021-03-21,58060,Dis,Mumbai,23,2022-08-07,-858.0,Ahmedabad,RET-1,Mumbai,DIS-2,Jaipur,MAN-4,Lucknow,RMS-5,28520,Understock,0.0,2024-09-25,29540,-33.24009324009324,0.0,1284,23,18520,0.0,29540,1284,RMS-5,MAN-4,DIS-2,RET-1
M-1006,O-56614,Omeprazole,Treats GERD and other stomach issues.,B-9815,2021-09-12,9580,Man,Ahmedabad,25,2024-07-24,-141.0,Mumbai,RET-9,Jaipur,DIS-5,Ahmedabad,MAN-7,Ahmedabad,RMS-8,0,0,0.0,2022-09-12,9580,-0.0,0.0,365,25,0,0.0,9580,365,RMS-8,MAN-7,DIS-5,RET-9
M-1002,O-19655,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6312,2021-12-03,91010,Dis,Chennai,24,2023-03-18,-635.0,Kolkata,RET-6,Chennai,DIS-9,Pune,MAN-3,Hyderabad,RMS-4,11700,Optimal,0.0,2024-08-08,79310,-18.4251968503937,0.0,979,24,1700,0.0,79310,979,RMS-4,MAN-3,DIS-9,RET-6
M-1006,O-12090,Omeprazole,Treats GERD and other stomach issues.,B-2393,2024-07-02,56720,Man,Lucknow,18,2025-04-10,119.0,Delhi,RET-7,Kolkata,DIS-1,Lucknow,MAN-10,Lucknow,RMS-5,0,0,0.0,2024-07-19,56720,0.0,0.0,17,18,0,0.0,56720,17,RMS-5,MAN-10,DIS-1,RET-7
M-1008,O-26353,Dolo 650,Brand of paracetamol for pain & fever.,B-5574,2024-12-01,89970,Man,Chennai,6,2026-05-03,507.0,Mumbai,RET-9,Mumbai,DIS-2,Chennai,MAN-5,Hyderabad,RMS-4,0,0,0.0,2024-12-03,89970,0.0,0.0,2,6,0,0.0,89970,2,RMS-4,MAN-5,DIS-2,RET-9
M-1011,O-32322,Pantoprazole,Treats stomach & esophagus problems.,B-7076,2022-04-23,44700,RMS,Bangalore,964,2023-11-04,0.0,Hyderabad,RET-3,Pune,DIS-6,Mumbai,MAN-8,Bangalore,RMS-3,0,0,0.0,2024-05-22,44700,0.0,0.0,760,964,0,0.0,44700,760,RMS-3,MAN-8,DIS-6,RET-3
M-1014,O-98949,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7527,2023-10-18,9590,Man,Ahmedabad,27,2026-06-07,542.0,Bangalore,RET-2,Ahmedabad,DIS-7,Ahmedabad,MAN-7,Kolkata,RMS-10,0,0,0.0,2023-11-01,9590,0.0,0.0,14,27,0,0.0,9590,14,RMS-10,MAN-7,DIS-7,RET-2
M-1005,O-87622,Metformin,Controls blood sugar in type 2 diabetes.,B-3197,2021-12-08,40120,Ret,Bangalore,18,2022-11-26,-747.0,Bangalore,RET-2,Pune,DIS-6,Mumbai,MAN-8,Jaipur,RMS-2,0,0,5500.0,2024-05-19,40120,-0.0,0.1370887337986042,893,18,0,-5449.0254545454545,40120,893,RMS-2,MAN-8,DIS-6,RET-2
M-1005,O-43454,Metformin,Controls blood sugar in type 2 diabetes.,B-1519,2021-10-13,94640,Man,Lucknow,5,2024-06-29,-166.0,Pune,RET-4,Kolkata,DIS-1,Lucknow,MAN-10,Bangalore,RMS-3,0,0,0.0,2022-08-08,94640,-0.0,0.0,299,5,0,0.0,94640,299,RMS-3,MAN-10,DIS-1,RET-4
M-1007,O-68824,Cetirizine,Antihistamine for allergy symptoms.,B-8419,2022-08-11,32490,Ret,Ahmedabad,28,2024-09-12,-91.0,Ahmedabad,RET-1,Pune,DIS-6,Kolkata,MAN-9,Delhi,RMS-9,0,0,5840.0,2023-10-03,32490,-0.0,0.17974761465066175,418,28,0,-506.2654109589041,32490,418,RMS-9,MAN-9,DIS-6,RET-1
M-1009,O-54147,Cefixime,Antibiotic for respiratory and UTI infections.,B-1196,2024-06-28,55596,Ret,Chennai,9,2027-02-14,794.0,Chennai,RET-8,Ahmedabad,DIS-7,Lucknow,MAN-10,Mumbai,RMS-6,0,0,9720.0,2024-09-01,55596,0.0,0.17483272177854522,65,9,0,4541.483950617284,55596,65,RMS-6,MAN-10,DIS-7,RET-8
M-1001,O-75669,Amoxicillin,Antibiotic for bacterial infections.,B-1501,2024-11-11,67240,RMS,Hyderabad,31,2027-10-17,0.0,Kolkata,RET-6,Pune,DIS-6,Chennai,MAN-5,Hyderabad,RMS-4,0,0,0.0,2024-12-08,67240,0.0,0.0,27,31,0,0.0,67240,27,RMS-4,MAN-5,DIS-6,RET-6
M-1002,O-25093,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8871,2023-08-27,71690,RMS,Ahmedabad,473,2025-04-11,0.0,Pune,RET-4,Mumbai,DIS-2,Jaipur,MAN-4,Ahmedabad,RMS-8,0,0,0.0,2024-07-05,71690,0.0,0.0,313,473,0,0.0,71690,313,RMS-8,MAN-4,DIS-2,RET-4
M-1012,O-20483,Levofloxacin,Antibiotic for bacterial infections.,B-3875,2021-08-18,11190,RMS,Kolkata,1212,2022-05-13,0.0,Bangalore,RET-2,Kolkata,DIS-1,Bangalore,MAN-1,Kolkata,RMS-10,0,0,0.0,2023-12-29,11190,0.0,0.0,863,1212,0,0.0,11190,863,RMS-10,MAN-1,DIS-1,RET-2
M-1003,O-38683,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8827,2024-04-09,89700,Man,Lucknow,7,2025-05-07,146.0,Chennai,RET-8,Lucknow,DIS-3,Lucknow,MAN-10,Pune,RMS-7,0,0,0.0,2024-06-21,89700,0.0,0.0,73,7,0,0.0,89700,73,RMS-7,MAN-10,DIS-3,RET-8
M-1014,O-28784,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3095,2023-12-07,51790,Man,Hyderabad,18,2026-05-24,528.0,Ahmedabad,RET-1,Mumbai,DIS-2,Hyderabad,MAN-6,Chennai,RMS-1,0,0,0.0,2024-06-13,51790,0.0,0.0,189,18,0,0.0,51790,189,RMS-1,MAN-6,DIS-2,RET-1
M-1004,O-70081,Azithromycin,Antibiotic for bacterial infections.,B-2804,2022-11-23,38140,RMS,Lucknow,750,2025-06-26,0.0,Ahmedabad,RET-1,Mumbai,DIS-2,Ahmedabad,MAN-7,Lucknow,RMS-5,0,0,0.0,2023-05-18,38140,0.0,0.0,176,750,0,0.0,38140,176,RMS-5,MAN-7,DIS-2,RET-1
M-1006,O-77515,Omeprazole,Treats GERD and other stomach issues.,B-8044,2020-06-02,20110,Dis,Jaipur,5,2021-07-29,-1232.0,Kolkata,RET-6,Jaipur,DIS-5,Mumbai,MAN-8,Chennai,RMS-1,34053,Understock,0.0,2021-01-13,-13943,-27.64042207792208,0.0,225,5,24053,0.0,13943,225,RMS-1,MAN-8,DIS-5,RET-6
M-1009,O-66039,Cefixime,Antibiotic for respiratory and UTI infections.,B-5974,2023-12-27,39920,Ret,Lucknow,18,2026-11-29,717.0,Lucknow,RET-5,Kolkata,DIS-1,Pune,MAN-3,Delhi,RMS-9,0,0,8000.0,2024-05-18,39920,0.0,0.20040080160320642,143,18,0,3577.83,39920,143,RMS-9,MAN-3,DIS-1,RET-5
M-1002,O-58150,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7633,2023-04-20,57900,Ret,Ahmedabad,18,2024-05-09,-217.0,Ahmedabad,RET-1,Hyderabad,DIS-8,Lucknow,MAN-10,Kolkata,RMS-10,0,0,980.0,2024-09-08,57900,-0.0,0.01692573402417962,507,18,0,-12820.714285714284,57900,507,RMS-10,MAN-10,DIS-8,RET-1
M-1006,O-73610,Omeprazole,Treats GERD and other stomach issues.,B-9097,2024-04-16,20370,Dis,Hyderabad,6,2027-03-24,832.0,Ahmedabad,RET-1,Hyderabad,DIS-8,Lucknow,MAN-10,Kolkata,RMS-10,4271,Understock,0.0,2024-12-08,16099,5.133413461538462,0.0,236,6,0,0.0,16099,236,RMS-10,MAN-10,DIS-8,RET-1
M-1007,O-60319,Cetirizine,Antihistamine for allergy symptoms.,B-7098,2024-12-02,50940,RMS,Jaipur,10,2027-04-04,0.0,Mumbai,RET-9,Mumbai,DIS-2,Bangalore,MAN-1,Jaipur,RMS-2,0,0,0.0,2024-12-06,50940,0.0,0.0,4,10,0,0.0,50940,4,RMS-2,MAN-1,DIS-2,RET-9
