Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Retailer ID,Distributor Location,Distributor ID,Manufacturer Location,Manufacturer ID,Raw Material Supplier Location,RMS ID,Stock at Distributor,Stock Status,Sales Quantity,Sale Date,Order Shortfall,Expiry Risk Score,Turn Over Ratio,Supply Chain Velocity,Stage Transition Time,Time to Critical,Lead Time,Predicted Expiry Waste,Anomaly Score,RMS ID,Manufacturer ID,Distributor ID,Retailer ID
M-1010,O-32297,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2265,2019-12-25,80610,RMS,Kolkata,1813,2020-09-04,0.0,Bangalore,RET-3,Lucknow,DIS-4,Hyderabad,MAN-1,Kolkata,RMS-6,0,0,0.0,2021-03-20,80610,0.0,0.0,451,1813,0,0.0,0.0,80610,RMS-6,MAN-1,DIS-4,RET-3
M-1010,O-51814,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9529,2020-12-10,42410,Man,Lucknow,6,2022-08-26,-838.0,Ahmedabad,RET-6,Lucknow,DIS-4,Lucknow,MAN-4,Jaipur,RMS-7,0,0,0.0,2022-06-01,42410,-0.0,0.0,538,6,0,0.0,-35539580.0,42410,RMS-7,MAN-4,DIS-4,RET-6
M-1010,O-61987,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-4740,2023-09-26,96520,RMS,Jaipur,442,2026-03-25,0.0,Bangalore,RET-3,Jaipur,DIS-8,Pune,MAN-10,Jaipur,RMS-7,0,0,0.0,2024-06-03,96520,0.0,0.0,251,442,0,0.0,0.0,96520,RMS-7,MAN-10,DIS-8,RET-3
M-1007,O-70585,Cetirizine,Antihistamine for allergy symptoms.,B-2223,2020-07-21,13840,Man,Bangalore,16,2021-12-09,-1098.0,Bangalore,RET-3,Delhi,DIS-6,Bangalore,MAN-9,Lucknow,RMS-10,0,0,0.0,2022-02-27,13840,-0.0,0.0,586,16,0,0.0,-15196320.0,13840,RMS-10,MAN-9,DIS-6,RET-3
M-1010,O-47608,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-4241,2024-01-23,39170,RMS,Mumbai,323,2024-12-30,0.0,Hyderabad,RET-9,Delhi,DIS-6,Jaipur,MAN-2,Mumbai,RMS-4,0,0,0.0,2024-05-13,39170,0.0,0.0,111,323,0,0.0,0.0,39170,RMS-4,MAN-2,DIS-6,RET-9
M-1009,O-19331,Cefixime,Antibiotic for respiratory and UTI infections.,B-4952,2020-11-07,79650,Man,Bangalore,19,2023-07-23,-507.0,Chennai,RET-2,Lucknow,DIS-4,Bangalore,MAN-9,Mumbai,RMS-4,0,0,0.0,2024-02-25,79650,-0.0,0.0,1205,19,0,0.0,-40382550.0,79650,RMS-4,MAN-9,DIS-4,RET-2
M-1009,O-64798,Cefixime,Antibiotic for respiratory and UTI infections.,B-2554,2023-05-10,96750,Ret,Hyderabad,15,2025-01-13,33.0,Hyderabad,RET-9,Bangalore,DIS-7,Kolkata,MAN-5,Hyderabad,RMS-1,0,0,9380.0,2024-10-02,96750,0.0,0.09695090439276485,511,15,0,0.0,340.37846481876335,96750,RMS-1,MAN-5,DIS-7,RET-9
M-1005,O-53699,Metformin,Controls blood sugar in type 2 diabetes.,B-1415,2022-08-23,93550,Man,Ahmedabad,13,2025-08-11,243.0,Lucknow,RET-10,Hyderabad,DIS-1,Ahmedabad,MAN-8,Mumbai,RMS-4,0,0,0.0,2023-06-16,93550,0.0,0.0,297,13,0,0.0,22732650.0,93550,RMS-4,MAN-8,DIS-1,RET-10
M-1005,O-57207,Metformin,Controls blood sugar in type 2 diabetes.,B-3281,2024-11-13,62500,Man,Lucknow,1,2025-09-25,288.0,Pune,RET-4,Delhi,DIS-6,Lucknow,MAN-4,Ahmedabad,RMS-9,0,0,0.0,2024-12-09,62500,0.0,0.0,26,1,0,0.0,18000000.0,62500,RMS-9,MAN-4,DIS-6,RET-4
M-1004,O-31302,Azithromycin,Antibiotic for bacterial infections.,B-3656,2020-04-16,23920,Man,Kolkata,5,2022-02-19,-1026.0,Bangalore,RET-3,Kolkata,DIS-9,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2022-09-29,23920,-0.0,0.0,896,5,0,0.0,-24541920.0,23920,RMS-4,MAN-5,DIS-9,RET-3
M-1009,O-89736,Cefixime,Antibiotic for respiratory and UTI infections.,B-1708,2020-04-20,61330,RMS,Delhi,1696,2021-04-08,0.0,Bangalore,RET-3,Ahmedabad,DIS-3,Pune,MAN-10,Delhi,RMS-8,0,0,0.0,2023-06-24,61330,0.0,0.0,1160,1696,0,0.0,0.0,61330,RMS-8,MAN-10,DIS-3,RET-3
M-1007,O-36768,Cetirizine,Antihistamine for allergy symptoms.,B-7176,2020-03-28,43400,Man,Bangalore,16,2021-12-03,-1104.0,Ahmedabad,RET-6,Ahmedabad,DIS-3,Bangalore,MAN-9,Lucknow,RMS-10,0,0,0.0,2021-12-03,43400,-0.0,0.0,615,16,0,0.0,-47913600.0,43400,RMS-10,MAN-9,DIS-3,RET-6
M-1013,O-75063,Montelukast,Prevents asthma & seasonal allergies.,B-5431,2021-04-04,60156,Ret,Pune,1,2022-04-14,-972.0,Pune,RET-4,Jaipur,DIS-8,Chennai,MAN-7,Lucknow,RMS-10,0,0,5900.0,2022-09-13,60156,-0.0,0.09807832967617527,527,1,0,0.0,-9910.446101694915,60156,RMS-10,MAN-7,DIS-8,RET-4
M-1008,O-27312,Dolo 650,Brand of paracetamol for pain & fever.,B-2018,2021-03-29,53500,RMS,Bangalore,1353,2021-12-21,0.0,Delhi,RET-5,Bangalore,DIS-7,Lucknow,MAN-4,Bangalore,RMS-2,0,0,0.0,2023-09-02,53500,0.0,0.0,887,1353,0,0.0,0.0,53500,RMS-2,MAN-4,DIS-7,RET-5
M-1005,O-62058,Metformin,Controls blood sugar in type 2 diabetes.,B-5944,2024-06-19,10610,RMS,Kolkata,175,2025-05-28,0.0,Ahmedabad,RET-6,Delhi,DIS-6,Bangalore,MAN-9,Kolkata,RMS-6,0,0,0.0,2024-10-13,10610,0.0,0.0,116,175,0,0.0,0.0,10610,RMS-6,MAN-9,DIS-6,RET-6
M-1014,O-82375,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7977,2024-08-05,93093,Man,Pune,29,2026-10-01,659.0,Mumbai,RET-8,Hyderabad,DIS-1,Pune,MAN-10,Mumbai,RMS-4,0,0,0.0,2024-08-29,93093,0.0,0.0,24,29,0,0.0,61348287.0,93093,RMS-4,MAN-10,DIS-1,RET-8
M-1003,O-40062,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5161,2022-12-12,34320,Ret,Ahmedabad,4,2025-04-08,118.0,Ahmedabad,RET-6,Ahmedabad,DIS-3,Hyderabad,MAN-1,Ahmedabad,RMS-9,0,0,3230.0,2022-12-29,34320,0.0,0.09411421911421912,17,4,0,0.0,1253.795665634675,34320,RMS-9,MAN-1,DIS-3,RET-6
M-1006,O-82289,Omeprazole,Treats GERD and other stomach issues.,B-4966,2022-09-17,76890,Ret,Kolkata,26,2023-07-19,-511.0,Kolkata,RET-7,Hyderabad,DIS-1,Ahmedabad,MAN-8,Chennai,RMS-3,0,0,5670.0,2023-01-08,76890,-0.0,0.07374170893484198,113,26,0,0.0,-6929.592592592593,76890,RMS-3,MAN-8,DIS-1,RET-7
M-1000,O-49994,Paracetamol,Relieves fever & mild to moderate pain.,B-6830,2021-01-30,126680,Dis,Hyderabad,25,2022-03-13,-1004.0,Delhi,RET-5,Hyderabad,DIS-1,Ahmedabad,MAN-8,Delhi,RMS-8,21173,Optimal,0.0,2023-01-04,105507,-21.088645418326692,0.0,704,25,11173,0.0,-127186720.0,105507,RMS-8,MAN-8,DIS-1,RET-5
M-1006,O-37591,Omeprazole,Treats GERD and other stomach issues.,B-8978,2020-06-13,18550,Dis,Mumbai,2,2023-01-28,-683.0,Ahmedabad,RET-6,Mumbai,DIS-2,Delhi,MAN-6,Hyderabad,RMS-1,13565,Understock,0.0,2023-10-31,4985,-19.86090775988287,0.0,1235,2,3565,0.0,-12669650.0,4985,RMS-1,MAN-6,DIS-2,RET-6
M-1007,O-60574,Cetirizine,Antihistamine for allergy symptoms.,B-8498,2022-09-02,3190,Ret,Lucknow,23,2025-06-12,183.0,Lucknow,RET-10,Kolkata,DIS-9,Delhi,MAN-6,Kolkata,RMS-6,0,0,3380.0,2023-03-25,3190,0.0,1.0595611285266457,204,23,0,0.0,172.7130177514793,3190,RMS-6,MAN-6,DIS-9,RET-10
M-1012,O-88770,Levofloxacin,Antibiotic for bacterial infections.,B-7257,2020-11-11,45580,RMS,Jaipur,1491,2022-07-10,0.0,Hyderabad,RET-9,Delhi,DIS-6,Pune,MAN-10,Jaipur,RMS-7,0,0,0.0,2021-10-26,45580,0.0,0.0,349,1491,0,0.0,0.0,45580,RMS-7,MAN-10,DIS-6,RET-9
M-1008,O-21658,Dolo 650,Brand of paracetamol for pain & fever.,B-3802,2020-08-31,79080,Ret,Pune,19,2021-03-12,-1370.0,Pune,RET-4,Bangalore,DIS-7,Kolkata,MAN-5,Pune,RMS-5,0,0,5000.0,2024-04-10,79080,-0.0,0.06322711178553364,1318,19,0,0.0,-21667.920000000002,79080,RMS-5,MAN-5,DIS-7,RET-4
M-1013,O-68546,Montelukast,Prevents asthma & seasonal allergies.,B-6319,2023-11-01,49190,Dis,Lucknow,26,2025-05-08,148.0,Lucknow,RET-10,Lucknow,DIS-4,Chennai,MAN-7,Ahmedabad,RMS-9,11983,Understock,0.0,2023-12-26,37207,80.96621621621621,0.0,55,26,1983,0.0,7280120.0,37207,RMS-9,MAN-7,DIS-4,RET-10
M-1011,O-58546,Pantoprazole,Treats stomach & esophagus problems.,B-1822,2022-06-26,88600,Ret,Pune,12,2025-03-15,94.0,Pune,RET-4,Pune,DIS-5,Lucknow,MAN-4,Chennai,RMS-3,0,0,2650.0,2024-08-03,88600,0.0,0.029909706546275394,769,12,0,0.0,3142.792452830189,88600,RMS-3,MAN-4,DIS-5,RET-4
M-1002,O-13912,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-2910,2022-04-08,68600,Dis,Jaipur,18,2023-05-18,-573.0,Bangalore,RET-3,Jaipur,DIS-8,Mumbai,MAN-3,Pune,RMS-5,6764,Understock,0.0,2024-05-17,61836,-11.804537521815009,0.0,770,18,0,0.0,-39307800.0,61836,RMS-5,MAN-3,DIS-8,RET-3
M-1011,O-28905,Pantoprazole,Treats stomach & esophagus problems.,B-2531,2024-04-12,1890,Dis,Jaipur,30,2025-09-16,279.0,Bangalore,RET-3,Jaipur,DIS-8,Hyderabad,MAN-1,Lucknow,RMS-10,39141,Understock,0.0,2024-10-28,-37251,140.29032258064515,0.0,199,30,29141,0.0,527310.0,37251,RMS-10,MAN-1,DIS-8,RET-3
M-1007,O-32237,Cetirizine,Antihistamine for allergy symptoms.,B-5172,2023-07-31,73800,Dis,Pune,26,2024-12-31,20.0,Lucknow,RET-10,Pune,DIS-5,Ahmedabad,MAN-8,Hyderabad,RMS-1,21767,Understock,0.0,2024-10-01,52033,1088.35,0.0,428,26,11767,0.0,1476000.0,52033,RMS-1,MAN-8,DIS-5,RET-10
M-1010,O-85697,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8208,2020-09-23,39150,RMS,Jaipur,1540,2023-05-05,0.0,Chennai,RET-2,Kolkata,DIS-9,Hyderabad,MAN-1,Jaipur,RMS-7,0,0,0.0,2024-11-01,39150,0.0,0.0,1500,1540,0,0.0,0.0,39150,RMS-7,MAN-1,DIS-9,RET-2
M-1010,O-32648,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-1208,2022-08-28,98550,Dis,Lucknow,4,2023-04-10,-611.0,Bangalore,RET-3,Lucknow,DIS-4,Lucknow,MAN-4,Jaipur,RMS-7,10857,Optimal,0.0,2023-08-20,87693,-17.76923076923077,0.0,357,4,857,0.0,-60214050.0,87693,RMS-7,MAN-4,DIS-4,RET-3
M-1008,O-55985,Dolo 650,Brand of paracetamol for pain & fever.,B-1261,2023-09-06,70410,Ret,Chennai,23,2025-11-13,337.0,Chennai,RET-2,Chennai,DIS-10,Delhi,MAN-6,Jaipur,RMS-7,0,0,6000.0,2024-02-07,70410,0.0,0.08521516829995739,154,23,0,0.0,3954.6949999999997,70410,RMS-7,MAN-6,DIS-10,RET-2
M-1002,O-67158,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9511,2023-05-10,87560,Man,Lucknow,17,2024-12-30,19.0,Hyderabad,RET-9,Chennai,DIS-10,Lucknow,MAN-4,Chennai,RMS-3,0,0,0.0,2024-12-06,87560,0.0,0.0,576,17,0,0.0,1663640.0,87560,RMS-3,MAN-4,DIS-10,RET-9
M-1005,O-63194,Metformin,Controls blood sugar in type 2 diabetes.,B-3564,2024-01-20,83660,Dis,Pune,23,2025-01-11,31.0,Lucknow,RET-10,Pune,DIS-5,Pune,MAN-10,Lucknow,RMS-10,40897,Optimal,0.0,2024-10-05,42763,1319.258064516129,0.0,259,23,30897,0.0,2593460.0,42763,RMS-10,MAN-10,DIS-5,RET-10
M-1001,O-69625,Amoxicillin,Antibiotic for bacterial infections.,B-9613,2024-10-26,80170,Ret,Delhi,2,2025-09-08,271.0,Delhi,RET-5,Kolkata,DIS-9,Delhi,MAN-6,Jaipur,RMS-7,0,0,5910.0,2024-12-06,80170,0.0,0.07371834850941748,41,2,0,0.0,3676.153976311337,80170,RMS-7,MAN-6,DIS-9,RET-5
M-1000,O-56525,Paracetamol,Relieves fever & mild to moderate pain.,B-8516,2022-04-12,48280,Ret,Chennai,27,2023-06-20,-540.0,Chennai,RET-2,Delhi,DIS-6,Lucknow,MAN-4,Delhi,RMS-8,0,0,1900.0,2024-07-10,48280,-0.0,0.03935376967688484,820,27,0,0.0,-13721.684210526315,48280,RMS-8,MAN-4,DIS-6,RET-2
M-1000,O-98422,Paracetamol,Relieves fever & mild to moderate pain.,B-9318,2021-12-02,92200,Dis,Mumbai,26,2023-02-20,-660.0,Kolkata,RET-7,Mumbai,DIS-2,Ahmedabad,MAN-8,Ahmedabad,RMS-9,6327,Understock,0.0,2022-02-17,85873,-9.586363636363636,0.0,77,26,0,0.0,-60852000.0,85873,RMS-9,MAN-8,DIS-2,RET-7
M-1013,O-93082,Montelukast,Prevents asthma & seasonal allergies.,B-7254,2024-04-19,104952,RMS,Ahmedabad,236,2027-02-21,0.0,Bangalore,RET-3,Ahmedabad,DIS-3,Lucknow,MAN-4,Ahmedabad,RMS-9,0,0,0.0,2024-04-24,104952,0.0,0.0,5,236,0,0.0,0.0,104952,RMS-9,MAN-4,DIS-3,RET-3
M-1005,O-49898,Metformin,Controls blood sugar in type 2 diabetes.,B-3631,2023-05-26,22010,Man,Bangalore,28,2025-09-11,274.0,Hyderabad,RET-9,Jaipur,DIS-8,Bangalore,MAN-9,Delhi,RMS-8,0,0,0.0,2024-07-27,22010,0.0,0.0,428,28,0,0.0,6030740.0,22010,RMS-8,MAN-9,DIS-8,RET-9
M-1013,O-50814,Montelukast,Prevents asthma & seasonal allergies.,B-9931,2022-07-31,2120,Dis,Mumbai,20,2024-07-28,-136.0,Bangalore,RET-3,Mumbai,DIS-2,Mumbai,MAN-3,Jaipur,RMS-7,18027,Understock,0.0,2023-08-15,-15907,-132.5514705882353,0.0,380,20,8027,0.0,-288320.0,15907,RMS-7,MAN-3,DIS-2,RET-3
M-1010,O-26224,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7323,2020-02-01,30160,Ret,Jaipur,12,2020-12-09,-1463.0,Jaipur,RET-1,Hyderabad,DIS-1,Delhi,MAN-6,Bangalore,RMS-2,0,0,6650.0,2020-05-14,30160,-0.0,0.22049071618037136,103,12,0,0.0,-6635.2,30160,RMS-2,MAN-6,DIS-1,RET-1
M-1009,O-87191,Cefixime,Antibiotic for respiratory and UTI infections.,B-3881,2021-08-22,82330,Dis,Kolkata,8,2022-04-04,-982.0,Chennai,RET-2,Kolkata,DIS-9,Hyderabad,MAN-1,Kolkata,RMS-6,34333,Optimal,0.0,2023-12-30,47997,-34.962321792260695,0.0,860,8,24333,0.0,-80848060.0,47997,RMS-6,MAN-1,DIS-9,RET-2
M-1009,O-90032,Cefixime,Antibiotic for respiratory and UTI infections.,B-9912,2020-08-18,50820,RMS,Mumbai,1576,2022-04-22,0.0,Hyderabad,RET-9,Mumbai,DIS-2,Ahmedabad,MAN-8,Mumbai,RMS-4,0,0,0.0,2020-09-22,50820,0.0,0.0,35,1576,0,0.0,0.0,50820,RMS-4,MAN-8,DIS-2,RET-9
M-1012,O-78963,Levofloxacin,Antibiotic for bacterial infections.,B-2647,2023-08-25,92970,Ret,Jaipur,24,2026-06-06,542.0,Jaipur,RET-1,Kolkata,DIS-9,Delhi,MAN-6,Delhi,RMS-8,0,0,7150.0,2024-06-26,92970,0.0,0.07690652898784554,306,24,0,0.0,7047.5160839160835,92970,RMS-8,MAN-6,DIS-9,RET-1
M-1004,O-26437,Azithromycin,Antibiotic for bacterial infections.,B-5473,2023-08-02,26930,RMS,Bangalore,497,2026-05-20,0.0,Delhi,RET-5,Pune,DIS-5,Mumbai,MAN-3,Bangalore,RMS-2,0,0,0.0,2024-09-12,26930,0.0,0.0,407,497,0,0.0,0.0,26930,RMS-2,MAN-3,DIS-5,RET-5
M-1010,O-75198,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9615,2023-08-28,38400,Ret,Delhi,11,2025-06-29,200.0,Delhi,RET-5,Delhi,DIS-6,Lucknow,MAN-4,Delhi,RMS-8,0,0,3180.0,2023-12-12,38400,0.0,0.0828125,106,11,0,0.0,2415.0943396226417,38400,RMS-8,MAN-4,DIS-6,RET-5
M-1010,O-37092,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8767,2024-03-01,88790,Ret,Pune,26,2025-06-13,184.0,Pune,RET-4,Lucknow,DIS-4,Delhi,MAN-6,Pune,RMS-5,0,0,1740.0,2024-06-05,88790,0.0,0.019596801441603785,96,26,0,0.0,9389.287356321838,88790,RMS-5,MAN-6,DIS-4,RET-4
M-1010,O-90111,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6406,2024-10-06,33600,RMS,Pune,66,2026-09-24,0.0,Chennai,RET-2,Lucknow,DIS-4,Mumbai,MAN-3,Pune,RMS-5,0,0,0.0,2024-10-09,33600,0.0,0.0,3,66,0,0.0,0.0,33600,RMS-5,MAN-3,DIS-4,RET-2
M-1010,O-40389,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6925,2024-06-01,8160,Dis,Ahmedabad,9,2025-08-31,263.0,Pune,RET-4,Ahmedabad,DIS-3,Bangalore,MAN-9,Mumbai,RMS-4,39635,Understock,0.0,2024-07-20,-31475,150.70342205323195,0.0,49,9,29635,0.0,2146080.0,31475,RMS-4,MAN-9,DIS-3,RET-4
M-1009,O-17835,Cefixime,Antibiotic for respiratory and UTI infections.,B-4756,2022-04-24,54190,Ret,Chennai,10,2023-11-03,-404.0,Chennai,RET-2,Bangalore,DIS-7,Mumbai,MAN-3,Mumbai,RMS-4,0,0,4650.0,2022-07-17,54190,-0.0,0.08580918988743311,84,10,0,0.0,-4708.120430107527,54190,RMS-4,MAN-3,DIS-7,RET-2
M-1009,O-94922,Cefixime,Antibiotic for respiratory and UTI infections.,B-5483,2024-08-15,59310,RMS,Mumbai,118,2025-12-20,0.0,Pune,RET-4,Kolkata,DIS-9,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2024-08-25,59310,0.0,0.0,10,118,0,0.0,0.0,59310,RMS-4,MAN-5,DIS-9,RET-4
M-1003,O-85913,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-5729,2022-06-13,130157,RMS,Jaipur,912,2023-05-30,0.0,Pune,RET-4,Pune,DIS-5,Lucknow,MAN-4,Jaipur,RMS-7,0,0,0.0,2022-06-27,130157,0.0,0.0,14,912,0,0.0,0.0,130157,RMS-7,MAN-4,DIS-5,RET-4
M-1001,O-94093,Amoxicillin,Antibiotic for bacterial infections.,B-3290,2021-04-15,71590,RMS,Mumbai,1336,2022-08-11,0.0,Mumbai,RET-8,Delhi,DIS-6,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2022-11-08,71590,0.0,0.0,572,1336,0,0.0,0.0,71590,RMS-4,MAN-5,DIS-6,RET-8
M-1005,O-49924,Metformin,Controls blood sugar in type 2 diabetes.,B-2787,2023-02-05,55410,Ret,Pune,19,2025-11-24,348.0,Pune,RET-4,Pune,DIS-5,Delhi,MAN-6,Delhi,RMS-8,0,0,3670.0,2023-09-16,55410,0.0,0.06623353185345605,223,19,0,0.0,5254.136239782017,55410,RMS-8,MAN-6,DIS-5,RET-4
M-1012,O-30323,Levofloxacin,Antibiotic for bacterial infections.,B-5649,2024-10-10,12220,Ret,Lucknow,16,2025-10-09,302.0,Lucknow,RET-10,Mumbai,DIS-2,Jaipur,MAN-2,Ahmedabad,RMS-9,0,0,6060.0,2024-11-08,12220,0.0,0.4959083469721768,29,16,0,0.0,608.9834983498349,12220,RMS-9,MAN-2,DIS-2,RET-10
M-1007,O-48952,Cetirizine,Antihistamine for allergy symptoms.,B-2082,2020-04-04,5450,Man,Kolkata,12,2021-02-05,-1405.0,Chennai,RET-2,Ahmedabad,DIS-3,Kolkata,MAN-5,Delhi,RMS-8,0,0,0.0,2023-10-31,5450,-0.0,0.0,1305,12,0,0.0,-7657250.0,5450,RMS-8,MAN-5,DIS-3,RET-2
M-1006,O-76222,Omeprazole,Treats GERD and other stomach issues.,B-4424,2023-10-14,59460,Dis,Pune,2,2025-12-05,359.0,Hyderabad,RET-9,Pune,DIS-5,Delhi,MAN-6,Bangalore,RMS-2,10087,Understock,0.0,2023-11-12,49373,28.0974930362117,0.0,29,2,87,0.0,21346140.0,49373,RMS-2,MAN-6,DIS-5,RET-9
M-1012,O-91959,Levofloxacin,Antibiotic for bacterial infections.,B-5433,2023-03-24,34150,Ret,Jaipur,5,2023-12-03,-374.0,Jaipur,RET-1,Mumbai,DIS-2,Jaipur,MAN-2,Chennai,RMS-3,0,0,9780.0,2023-06-04,34150,-0.0,0.2863836017569546,72,5,0,0.0,-1305.9406952965235,34150,RMS-3,MAN-2,DIS-2,RET-1
M-1008,O-51903,Dolo 650,Brand of paracetamol for pain & fever.,B-1058,2023-09-05,91030,Dis,Delhi,9,2025-09-26,289.0,Pune,RET-4,Delhi,DIS-6,Lucknow,MAN-4,Delhi,RMS-8,21640,Optimal,0.0,2024-06-29,69390,74.87889273356402,0.0,298,9,11640,0.0,26307670.0,69390,RMS-8,MAN-4,DIS-6,RET-4
M-1006,O-91009,Omeprazole,Treats GERD and other stomach issues.,B-8434,2023-12-07,33220,Dis,Ahmedabad,20,2026-10-21,679.0,Mumbai,RET-8,Ahmedabad,DIS-3,Lucknow,MAN-4,Ahmedabad,RMS-9,7595,Understock,0.0,2024-08-18,25625,11.185567010309278,0.0,255,20,0,0.0,22556380.0,25625,RMS-9,MAN-4,DIS-3,RET-8
M-1010,O-55825,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6509,2023-12-18,53890,Man,Delhi,13,2025-05-30,170.0,Ahmedabad,RET-6,Delhi,DIS-6,Delhi,MAN-6,Pune,RMS-5,0,0,0.0,2024-11-03,53890,0.0,0.0,321,13,0,0.0,9161300.0,53890,RMS-5,MAN-6,DIS-6,RET-6
M-1000,O-41991,Paracetamol,Relieves fever & mild to moderate pain.,B-4761,2023-11-23,31290,Man,Kolkata,7,2024-11-20,-21.0,Mumbai,RET-8,Bangalore,DIS-7,Kolkata,MAN-5,Mumbai,RMS-4,0,0,0.0,2024-01-11,31290,-0.0,0.0,49,7,0,0.0,-657090.0,31290,RMS-4,MAN-5,DIS-7,RET-8
M-1010,O-87013,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-3995,2021-03-08,95960,RMS,Delhi,1374,2023-10-15,0.0,Pune,RET-4,Hyderabad,DIS-1,Kolkata,MAN-5,Delhi,RMS-8,0,0,0.0,2023-08-29,95960,0.0,0.0,904,1374,0,0.0,0.0,95960,RMS-8,MAN-5,DIS-1,RET-4
M-1012,O-46844,Levofloxacin,Antibiotic for bacterial infections.,B-7206,2023-08-02,64110,RMS,Chennai,497,2025-04-22,0.0,Ahmedabad,RET-6,Ahmedabad,DIS-3,Jaipur,MAN-2,Chennai,RMS-3,0,0,0.0,2023-12-05,64110,0.0,0.0,125,497,0,0.0,0.0,64110,RMS-3,MAN-2,DIS-3,RET-6
M-1009,O-50256,Cefixime,Antibiotic for respiratory and UTI infections.,B-3523,2022-11-23,84040,Ret,Ahmedabad,15,2025-09-30,293.0,Ahmedabad,RET-6,Chennai,DIS-10,Jaipur,MAN-2,Lucknow,RMS-10,0,0,4520.0,2024-08-17,84040,0.0,0.05378391242265588,633,15,0,0.0,5447.725663716814,84040,RMS-10,MAN-2,DIS-10,RET-6
M-1005,O-42135,Metformin,Controls blood sugar in type 2 diabetes.,B-4376,2021-03-14,4653,Man,Delhi,26,2022-12-08,-734.0,Mumbai,RET-8,Lucknow,DIS-4,Delhi,MAN-6,Mumbai,RMS-4,0,0,0.0,2023-08-13,4653,-0.0,0.0,882,26,0,0.0,-3415302.0,4653,RMS-4,MAN-6,DIS-4,RET-8
M-1008,O-48420,Dolo 650,Brand of paracetamol for pain & fever.,B-5874,2020-11-30,47370,Dis,Ahmedabad,17,2023-11-09,-398.0,Kolkata,RET-7,Ahmedabad,DIS-3,Hyderabad,MAN-1,Jaipur,RMS-7,8777,Understock,0.0,2023-02-22,38593,-22.05276381909548,0.0,814,17,0,0.0,-18853260.0,38593,RMS-7,MAN-1,DIS-3,RET-7
M-1005,O-13352,Metformin,Controls blood sugar in type 2 diabetes.,B-1208,2022-09-05,79010,Dis,Jaipur,3,2024-07-15,-149.0,Jaipur,RET-1,Jaipur,DIS-8,Lucknow,MAN-4,Mumbai,RMS-4,15028,Understock,0.0,2023-07-26,63982,-100.85906040268456,0.0,324,3,5028,0.0,-11772490.0,63982,RMS-4,MAN-4,DIS-8,RET-1
M-1010,O-20650,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-7006,2022-09-29,29730,Man,Ahmedabad,12,2024-02-21,-294.0,Jaipur,RET-1,Bangalore,DIS-7,Ahmedabad,MAN-8,Bangalore,RMS-2,0,0,0.0,2023-08-17,29730,-0.0,0.0,322,12,0,0.0,-8740620.0,29730,RMS-2,MAN-8,DIS-7,RET-1
M-1014,O-84276,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9664,2019-12-27,43370,Ret,Bangalore,12,2021-04-12,-1339.0,Bangalore,RET-3,Ahmedabad,DIS-3,Ahmedabad,MAN-8,Pune,RMS-5,0,0,3740.0,2021-09-05,43370,-0.0,0.08623472446391516,618,12,0,0.0,-15527.38770053476,43370,RMS-5,MAN-8,DIS-3,RET-3
M-1014,O-21997,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-6040,2021-07-21,90550,RMS,Lucknow,1239,2024-01-02,0.0,Delhi,RET-5,Jaipur,DIS-8,Kolkata,MAN-5,Lucknow,RMS-10,0,0,0.0,2022-11-25,90550,0.0,0.0,492,1239,0,0.0,0.0,90550,RMS-10,MAN-5,DIS-8,RET-5
